Año,geo,Rango de edad,Sexo,Casos
2018,15764,(06 a 11),Mujer,0
2018,15764,(12 a 17),Mujer,4
2018,15837,(06 a 11),Mujer,1
2019,15051,(12 a 17),Mujer,1
2019,15162,(12 a 17),Mujer,1
2019,15176,(01 a 05),Mujer,2
2019,15176,(06 a 11),Mujer,4
2019,15176,(12 a 17),Mujer,2
2019,15176,Menores de un año,Mujer,0
2019,15185,(12 a 17),Mujer,0
2019,15223,(12 a 17),Mujer,1
2019,15224,(01 a 05),Mujer,1
2019,15238,(01 a 05),Mujer,4
2019,15238,(06 a 11),Mujer,8
2019,15238,(12 a 17),Mujer,21
2019,15238,Menores de un año,Mujer,1
2019,15296,(12 a 17),Mujer,1
2019,15299,(01 a 05),Mujer,3
2019,15299,(06 a 11),Mujer,2
2019,15299,(12 a 17),Mujer,7
2019,15322,(01 a 05),Mujer,1
2019,15401,Menores de un año,Mujer,0
2019,15442,(12 a 17),Mujer,1
2019,15469,(06 a 11),Mujer,1
2019,15469,(12 a 17),Mujer,1
2019,15491,(01 a 05),Mujer,1
2019,15491,(06 a 11),Mujer,0
2019,15494,(01 a 05),Mujer,1
2019,15494,(06 a 11),Mujer,0
2019,15516,(01 a 05),Mujer,0
2019,15516,(12 a 17),Mujer,3
2019,15531,(12 a 17),Mujer,0
2019,15542,(01 a 05),Mujer,1
2019,15542,(06 a 11),Mujer,1
2019,15542,(12 a 17),Mujer,2
2019,15572,(01 a 05),Mujer,0
2019,15572,(06 a 11),Mujer,2
2019,15572,(12 a 17),Mujer,8
2019,15646,(12 a 17),Mujer,0
2019,15664,(06 a 11),Mujer,1
2019,15664,(12 a 17),Mujer,2
2019,15676,(06 a 11),Mujer,1
2019,15693,(01 a 05),Mujer,1
2019,15693,(06 a 11),Mujer,0
2019,15759,(01 a 05),Mujer,7
2019,15759,(06 a 11),Mujer,7
2019,15759,(12 a 17),Mujer,19
2019,15762,(12 a 17),Mujer,0
2019,15764,(01 a 05),Mujer,1
2019,15764,(06 a 11),Mujer,1
2019,15764,(12 a 17),Mujer,2
2019,15763,(01 a 05),Mujer,1
2019,15763,(06 a 11),Mujer,1
2019,15763,(12 a 17),Mujer,1
2019,15776,(06 a 11),Mujer,1
2019,15001,(01 a 05),Mujer,7
2019,15001,(06 a 11),Mujer,11
2019,15001,(12 a 17),Mujer,30
2019,15001,Menores de un año,Mujer,1
2019,15837,(12 a 17),Mujer,0
2019,15897,(12 a 17),Mujer,1
2020,15047,(06 a 11),Mujer,1
2020,15104,(12 a 17),Mujer,1
2020,15176,(01 a 05),Mujer,1
2020,15176,(06 a 11),Mujer,1
2020,15176,(12 a 17),Mujer,2
2020,15236,(06 a 11),Mujer,0
2020,15204,(12 a 17),Mujer,0
2020,15223,(06 a 11),Mujer,0
2020,15238,(01 a 05),Mujer,2
2020,15238,(06 a 11),Mujer,2
2020,15238,(12 a 17),Mujer,13
2020,15238,Menores de un año,Mujer,0
2020,15299,(06 a 11),Mujer,2
2020,15299,(12 a 17),Mujer,0
2020,15367,(01 a 05),Mujer,0
2020,15367,(06 a 11),Mujer,1
2020,15476,(12 a 17),Mujer,2
2020,15500,(12 a 17),Mujer,1
2020,15516,(06 a 11),Mujer,0
2020,15516,(12 a 17),Mujer,0
2020,15572,(01 a 05),Mujer,0
2020,15572,(06 a 11),Mujer,1
2020,15572,(12 a 17),Mujer,2
2020,15572,Menores de un año,Mujer,1
2020,15632,(06 a 11),Mujer,2
2020,15667,(06 a 11),Mujer,0
2020,15681,(01 a 05),Mujer,0
2020,15681,(06 a 11),Mujer,0
2020,15681,(12 a 17),Mujer,1
2020,15681,Menores de un año,Mujer,0
2020,15693,(06 a 11),Mujer,0
2020,15693,(12 a 17),Mujer,0
2020,15759,(01 a 05),Mujer,3
2020,15759,(06 a 11),Mujer,7
2020,15759,(12 a 17),Mujer,11
2020,15764,(06 a 11),Mujer,3
2020,15764,(12 a 17),Mujer,2
2020,15764,Menores de un año,Mujer,0
2020,15763,(12 a 17),Mujer,0
2020,15804,(12 a 17),Mujer,1
2020,15816,(12 a 17),Mujer,1
2020,15820,(12 a 17),Mujer,1
2020,15001,(01 a 05),Mujer,2
2020,15001,(06 a 11),Mujer,9
2020,15001,(12 a 17),Mujer,30
2020,15001,Menores de un año,Mujer,1
2020,15842,(12 a 17),Mujer,1
2020,15407,(12 a 17),Mujer,1
2020,15879,(12 a 17),Mujer,1
2021,15087,(06 a 11),Mujer,1
2021,15087,(12 a 17),Mujer,1
2021,15172,(12 a 17),Mujer,1
2021,15176,(01 a 05),Mujer,1
2021,15176,(06 a 11),Mujer,2
2021,15176,(12 a 17),Mujer,2
2021,15187,(06 a 11),Mujer,2
2021,15187,(12 a 17),Mujer,0
2021,15223,(06 a 11),Mujer,1
2021,15238,(01 a 05),Mujer,1
2021,15238,(06 a 11),Mujer,3
2021,15238,(12 a 17),Mujer,10
2021,15238,Menores de un año,Mujer,0
2021,15299,(06 a 11),Mujer,2
2021,15299,(12 a 17),Mujer,2
2021,15322,Menores de un año,Mujer,0
2021,15466,(12 a 17),Mujer,1
2021,15476,(12 a 17),Mujer,1
2021,15516,(01 a 05),Mujer,1
2021,15516,(06 a 11),Mujer,2
2021,15516,(12 a 17),Mujer,4
2021,15572,(01 a 05),Mujer,2
2021,15572,(06 a 11),Mujer,3
2021,15572,(12 a 17),Mujer,6
2021,15599,(06 a 11),Mujer,1
2021,15599,(12 a 17),Mujer,2
2021,15638,(12 a 17),Mujer,0
2021,15664,(12 a 17),Mujer,2
2021,15693,(12 a 17),Mujer,1
2021,15755,(12 a 17),Mujer,1
2021,15759,(01 a 05),Mujer,1
2021,15759,(06 a 11),Mujer,5
2021,15759,(12 a 17),Mujer,2
2021,15764,(01 a 05),Mujer,0
2021,15764,(06 a 11),Mujer,0
2021,15806,(12 a 17),Mujer,1
2021,15810,(12 a 17),Mujer,1
2021,15814,(12 a 17),Mujer,1
2021,15001,(01 a 05),Mujer,2
2021,15001,(06 a 11),Mujer,7
2021,15001,(12 a 17),Mujer,18
2021,15861,(12 a 17),Mujer,1
2021,15879,(12 a 17),Mujer,1
